FBtr0113685	1000	0	0	0	0
FBtr0304153	-1000	0	0	0	0
FBtr0113686	1000	0	0	0	0
FBtr0112921	-1000	0	0	-0	0
FBtr0070088	1000	350	1327.55	1.32755	3.793
FBtr0307173	-1000	0	0	-0	0
FBtr0344738	1000	350	2416.47	2.41647	6.90419
FBtr0344739	1000	350	2416.47	2.41647	6.90419
FBtr0290017	1000	350	2416.47	2.41647	6.90419
FBtr0344737	1000	350	2416.47	2.41647	6.90419
FBtr0070087	1000	350	1906.34	1.90634	5.4467
FBtr0070081	1000	350	1906.34	1.90634	5.4467
FBtr0070086	1000	350	1906.34	1.90634	5.4467
FBtr0343792	-1000	0	0	-0	0
FBtr0343793	-1000	0	0	-0	0
FBtr0290016	1000	350	3967.59	3.96759	11.336
FBtr0070084	1000	350	3967.59	3.96759	11.336
FBtr0340146	1000	350	3967.59	3.96759	11.336
FBtr0070085	1000	350	3967.59	3.96759	11.336
FBtr0070080	1000	350	-124.833	-0.124833	-0.356666
FBtr0340145	1000	350	101.833	0.101833	0.290951
FBtr0070092	-1000	0	0	-0	0
FBtr0070093	-1000	0	0	-0	0
FBtr0346791	-1000	0	0	-0	0
FBtr0070079	1000	350	4931.44	4.93144	14.0898
FBtr0070094	-1000	0	0	-0	0
FBtr0343501	1000	630	2614.94	2.61494	4.1507
FBtr0070078	1000	630	2614.94	2.61494	4.1507
FBtr0336920	1000	595	2993.85	2.99385	5.03168
FBtr0336921	1000	595	2993.85	2.99385	5.03168
FBtr0301337	-1000	0	0	-0	0
FBtr0339441	-1000	0	0	-0	0
FBtr0070095	-1000	0	0	-0	0
FBtr0300328	1000	350	-86.7523	-0.0867523	-0.247864
FBtr0070077	1000	350	-86.7523	-0.0867523	-0.247864
FBtr0336919	1000	350	687.775	0.687775	1.96507
FBtr0070076	1000	350	3885.8	3.8858	11.1023
FBtr0112947	1000	350	4524.99	4.52499	12.9285
FBtr0070097	-1000	0	0	-0	0
FBtr0339443	-1000	0	0	-0	0
FBtr0339442	-1000	0	0	-0	0
FBtr0070098	-1000	0	0	-0	0
FBtr0070099	-1000	0	0	-0	0
FBtr0070075	1000	350	-271.804	-0.271804	-0.776584
FBtr0070100	-1000	0	0	-0	0
FBtr0070074	1000	350	110.383	0.110383	0.315379
FBtr0070073	1000	350	-731.727	-0.731727	-2.09065
FBtr0342970	-1000	0	0	-0	0
FBtr0342969	1000	350	-468.519	-0.468519	-1.33863
FBtr0342967	1000	350	-792.885	-0.792885	-2.26539
FBtr0342968	1000	350	-792.885	-0.792885	-2.26539
FBtr0070072	1000	350	-1260.59	-1.26059	-3.60169
FBtr0308354	1000	350	-725.556	-0.725556	-2.07302
FBtr0303213	1000	350	-725.795	-0.725795	-2.0737
FBtr0308360	1000	350	-725.35	-0.72535	-2.07243
FBtr0308359	1000	350	-725.35	-0.72535	-2.07243
